loan_amount,interest_rate,loan_term,credit_score,default_status,approval_delay,disbursement_delay,loan_duration,loan_type_Education Loan,loan_type_Home Loan,loan_type_Personal Loan,employment_type_Part-time,employment_type_Self-employed,income_level_Low,income_level_Medium,marital_status_Married,marital_status_Single,education_level_High School,education_level_Master,education_level_PhD
39405,0.105093023,35,600,0,27,14,167,1,0,0,0,0,0,0,1,0,0,0,0
67652,0.067040302,40,744,0,15,12,109,0,0,1,1,0,0,0,1,0,0,0,0
44527,0.078102011,49,426,0,17,5,177,0,0,1,1,0,0,0,0,1,1,0,0
78227,0.066345135,44,648,0,6,2,165,0,0,1,0,0,0,0,1,0,1,0,0
1492,0.090427479,21,320,0,23,14,138,0,0,1,1,0,1,0,0,0,0,1,0
94418,0.074365495,48,719,0,8,2,124,0,0,1,0,0,1,0,0,0,0,0,0
9811,0.060427747,44,451,1,25,13,37,0,0,0,0,1,0,0,0,1,0,1,0
94344,0.086624938,34,459,0,27,10,170,1,0,0,1,0,1,0,0,1,0,0,1
25272,0.05849405,22,779,0,29,8,117,0,0,1,0,0,1,0,1,0,0,1,0
94935,0.067438914,35,742,1,20,1,88,0,0,1,0,0,0,1,0,1,0,0,1
73010,0.048396663,35,395,0,24,14,110,0,0,1,0,1,1,0,0,1,1,0,0
93492,0.058640628,18,651,0,0,9,89,0,0,0,1,0,1,0,0,1,1,0,0
48153,0.082677938,32,374,0,8,4,81,0,0,0,1,0,0,0,0,0,0,0,1
55110,0.050531959,31,658,1,28,6,105,1,0,0,1,0,1,0,1,0,0,0,1
14979,0.057782814,21,432,0,9,5,149,0,0,1,1,0,0,0,0,1,0,0,1
29328,0.079964466,36,699,1,20,13,65,1,0,0,0,1,0,1,1,0,0,1,0
13867,0.071845897,58,438,0,29,0,106,0,1,0,0,1,0,1,1,0,0,0,1
60234,0.10988055,47,545,0,17,12,128,0,0,0,1,0,1,0,1,0,0,0,0
26851,0.107508448,59,590,0,21,11,98,0,0,1,0,0,1,0,0,0,0,0,1
32279,0.066981163,58,411,0,0,9,170,0,0,0,1,0,0,0,1,0,1,0,0
97063,0.088357064,26,469,1,12,2,40,1,0,0,1,0,0,1,1,0,0,0,1
74402,0.091239238,55,539,0,13,14,37,0,1,0,0,0,0,0,0,1,1,0,0
16449,0.071037817,51,636,0,22,13,91,0,0,1,1,0,1,0,0,1,1,0,0
77221,0.057566877,51,437,1,6,4,169,0,0,0,0,0,0,1,0,0,0,1,0
90080,0.079815523,17,535,0,27,11,168,0,1,0,0,1,1,0,1,0,0,0,1
6451,0.077407315,48,302,0,28,2,174,1,0,0,0,0,0,1,0,0,1,0,0
88178,0.073463533,13,415,0,25,2,106,1,0,0,0,1,0,0,1,0,0,0,0
42316,0.086634753,23,771,0,7,4,170,0,0,0,1,0,1,0,0,0,0,0,1
64064,0.068739056,15,430,0,0,12,134,0,0,0,0,0,1,0,1,0,0,0,1
64761,0.062720037,34,782,0,1,12,115,0,0,1,0,0,0,1,0,1,1,0,0
39870,0.081636245,24,700,0,10,7,139,1,0,0,1,0,0,0,0,0,0,1,0
97566,0.085789551,28,500,1,0,9,87,0,0,1,0,1,0,1,0,1,0,1,0
31873,0.062350326,42,591,0,23,7,117,0,0,0,0,0,0,1,1,0,0,0,1
59627,0.093921359,27,641,0,11,13,170,0,1,0,0,0,0,1,0,0,0,0,1
67155,0.053442783,52,515,0,7,7,37,0,0,1,1,0,1,0,0,1,0,1,0
26372,0.071328298,37,665,0,27,5,136,1,0,0,0,1,0,0,0,1,0,1,0
4642,0.076129872,39,768,0,2,8,149,0,0,0,1,0,0,0,0,1,0,0,0
29001,0.070456644,12,717,0,9,13,93,0,0,0,0,0,0,0,1,0,0,0,1
35064,0.071524093,58,326,0,14,4,81,0,0,1,1,0,0,1,0,0,0,0,1
95826,0.108066117,23,754,1,11,13,163,0,0,1,1,0,0,0,0,1,0,0,1
15122,0.067236739,48,313,0,1,9,100,0,0,0,0,1,0,0,1,0,0,1,0
25820,0.116618326,31,397,1,24,6,51,0,0,1,0,1,1,0,1,0,1,0,0
69431,0.086556902,13,578,0,4,0,108,0,0,0,1,0,1,0,1,0,0,0,0
56745,0.081380827,47,789,0,8,14,66,1,0,0,1,0,1,0,0,0,0,1,0
51081,0.087143605,26,506,0,17,3,177,0,1,0,1,0,0,1,1,0,0,1,0
71902,0.117948916,49,532,0,5,0,124,0,0,1,0,0,1,0,1,0,0,0,0
9711,0.065096105,33,538,0,10,9,144,1,0,0,0,1,0,0,0,0,0,0,1
86132,0.063193731,55,549,1,13,1,151,1,0,0,0,0,1,0,0,0,1,0,0
19793,0.068677007,43,605,0,0,5,87,0,0,1,0,1,0,1,1,0,0,0,0
9199,0.080482147,31,762,0,22,0,32,1,0,0,0,1,1,0,1,0,1,0,0
77253,0.054113433,47,535,0,3,8,106,0,0,0,0,0,0,0,0,1,0,0,1
37191,0.080335089,44,590,1,6,5,104,0,0,1,0,0,1,0,0,0,1,0,0
11211,0.105403207,26,338,1,8,7,122,0,1,0,1,0,1,0,0,0,0,0,1
64069,0.082271111,57,482,0,16,14,67,0,0,0,0,1,1,0,0,1,0,1,0
89896,0.075609718,14,329,0,16,9,150,1,0,0,0,1,0,1,1,0,0,0,1
57746,0.070727593,40,687,1,10,9,78,1,0,0,0,1,0,1,1,0,0,0,0
22542,0.093477676,58,442,0,22,7,63,0,1,0,1,0,0,1,1,0,0,0,0
32312,0.067612508,38,718,0,25,11,159,0,1,0,0,1,0,1,1,0,0,0,1
46242,0.107695939,16,373,0,26,1,152,1,0,0,0,1,0,1,0,1,0,0,1
94783,0.109000396,42,354,0,11,1,85,0,1,0,0,0,1,0,0,0,0,1,0
88893,0.083851262,33,323,0,14,2,129,0,1,0,0,0,1,0,0,0,0,1,0
56388,0.079827274,46,321,0,1,10,164,1,0,0,1,0,0,1,1,0,0,0,1
28691,0.095459897,18,727,0,7,7,145,0,0,0,0,1,0,1,0,1,1,0,0
78960,0.096421978,17,331,0,19,10,65,0,0,1,1,0,1,0,1,0,0,1,0
85388,0.067910124,37,638,0,22,7,55,1,0,0,0,0,0,0,1,0,0,0,0
23601,0.072101673,12,814,0,25,4,113,0,1,0,0,1,1,0,0,1,0,1,0
19020,0.060164788,30,811,0,1,13,104,0,1,0,0,1,0,1,0,1,0,1,0
9155,0.086135974,18,369,0,23,12,119,0,0,0,1,0,1,0,0,0,0,1,0
70119,0.089999418,47,387,0,5,1,150,1,0,0,0,1,0,1,0,0,0,1,0
82051,0.059751115,23,518,0,0,10,128,1,0,0,0,1,1,0,1,0,0,0,1
37777,0.073172016,31,569,1,24,13,98,0,1,0,0,0,1,0,1,0,0,1,0
20710,0.059791191,34,377,1,26,3,45,1,0,0,1,0,1,0,0,0,1,0,0
25532,0.066518003,36,309,0,17,3,104,0,1,0,0,0,0,0,0,1,0,1,0
19601,0.088265256,41,767,0,3,6,126,0,1,0,1,0,1,0,1,0,0,1,0
64227,0.068997769,40,635,0,24,3,166,0,1,0,0,0,1,0,1,0,0,0,0
5967,0.075487611,42,485,1,7,9,179,0,0,1,1,0,0,0,0,1,0,1,0
85289,0.055590324,29,845,0,7,5,34,0,1,0,0,1,1,0,1,0,0,0,0
21022,0.082804853,52,420,0,13,10,149,0,0,0,0,1,0,0,0,1,0,0,0
44463,0.0793359,30,573,0,19,1,72,1,0,0,1,0,0,0,0,0,0,0,1
75671,0.069065611,15,709,0,13,14,127,0,0,1,1,0,0,0,0,0,0,0,0
6722,0.077164786,12,657,0,0,14,59,1,0,0,1,0,1,0,0,0,0,0,0
28413,0.082704423,52,397,0,25,1,103,0,0,0,1,0,0,1,0,0,1,0,0
93772,0.067776978,26,540,1,19,11,157,0,0,1,0,1,1,0,0,0,1,0,0
82050,0.057856062,19,413,1,2,10,61,1,0,0,1,0,0,1,1,0,0,0,0
86867,0.107083616,26,786,0,14,4,46,0,0,1,0,1,0,1,0,0,0,0,1
84596,0.070500909,26,540,0,26,0,137,0,1,0,0,1,0,0,1,0,1,0,0
67732,0.078548598,50,455,0,18,1,96,0,1,0,1,0,0,0,1,0,1,0,0
13297,0.095162596,33,651,0,0,2,156,1,0,0,0,1,0,0,0,1,0,0,1
69323,0.132935828,29,343,0,24,8,41,0,0,0,1,0,0,0,1,0,0,1,0
24816,0.061332703,27,611,1,2,8,66,0,0,1,0,1,1,0,1,0,1,0,0
41695,0.086747408,13,437,0,19,6,86,0,0,1,1,0,1,0,0,0,0,0,0
20702,0.069386716,47,735,0,0,12,41,1,0,0,1,0,0,1,0,0,0,0,0
26242,0.071918145,31,442,0,18,4,107,0,1,0,0,0,1,0,0,1,0,0,0
56841,0.06919682,27,598,1,16,1,36,0,0,1,0,0,1,0,0,1,0,0,1
68712,0.063115175,14,561,1,12,1,67,0,1,0,1,0,0,1,1,0,0,0,0
86663,0.07938063,41,811,0,19,7,71,0,1,0,0,0,1,0,0,1,0,1,0
93764,0.05788246,13,361,1,15,2,152,0,0,0,0,1,1,0,0,0,0,0,1
54574,0.094202113,46,722,1,25,6,167,0,1,0,1,0,0,0,0,0,1,0,0
86744,0.080825044,37,695,1,11,12,71,0,1,0,1,0,0,0,0,0,0,0,1
29482,0.086336525,16,330,1,6,5,136,0,0,1,1,0,0,1,1,0,0,0,0
10171,0.073007171,13,629,0,25,14,70,0,0,0,0,0,0,0,1,0,0,0,1
99932,0.074491941,31,468,0,26,12,38,0,0,0,0,0,1,0,0,1,0,0,1
4696,0.084313459,45,565,0,23,5,137,1,0,0,0,1,0,0,0,0,0,0,1
21058,0.062539241,45,607,0,23,2,134,1,0,0,0,0,0,0,1,0,0,0,1
21313,0.074630143,31,758,0,16,5,122,1,0,0,0,0,0,1,1,0,0,1,0
20149,0.067105797,36,484,0,10,12,111,0,0,0,0,1,1,0,0,1,0,0,1
54521,0.066641468,31,633,0,21,3,122,0,1,0,1,0,0,1,0,0,0,0,0
46740,0.048352426,36,814,0,7,0,148,0,0,0,1,0,1,0,0,0,1,0,0
5956,0.100089899,25,740,0,9,11,150,0,1,0,0,1,1,0,0,1,0,1,0
76731,0.069701919,58,690,0,15,7,42,1,0,0,0,0,1,0,0,1,0,0,1
83612,0.097450641,55,553,0,28,8,115,1,0,0,0,1,0,0,0,1,1,0,0
67641,0.096031885,54,634,0,9,13,45,0,1,0,0,1,0,1,0,1,0,1,0
64811,0.060710004,54,699,0,23,2,61,0,1,0,1,0,1,0,0,0,0,0,0
53160,0.063673831,50,465,0,24,10,119,1,0,0,0,0,0,0,0,0,0,0,0
52313,0.118407544,23,559,0,7,0,124,0,1,0,1,0,0,1,0,1,1,0,0
64232,0.106263889,59,303,0,4,0,135,0,0,0,1,0,0,0,1,0,0,0,1
16417,0.079527222,16,418,0,16,0,147,1,0,0,0,1,0,0,1,0,1,0,0
25729,0.083860597,13,769,0,12,8,142,0,0,0,1,0,1,0,0,0,0,1,0
31099,0.070537304,27,769,0,24,9,99,1,0,0,1,0,0,1,0,0,1,0,0
99134,0.086485291,41,792,0,9,12,64,0,0,1,1,0,0,0,0,1,1,0,0
30961,0.069242271,58,799,1,9,4,104,0,0,0,0,0,0,0,1,0,0,0,1
13602,0.049514694,54,369,0,25,2,66,0,0,1,0,0,0,0,0,0,0,0,0
10256,0.060176663,49,669,0,25,9,51,1,0,0,1,0,0,0,1,0,0,0,1
87120,0.080316391,56,480,0,20,8,170,0,0,0,0,1,1,0,0,1,0,0,0
35681,0.063033991,53,304,0,22,9,173,0,0,0,0,1,1,0,0,0,0,0,1
92328,0.078990838,35,496,0,11,8,115,0,0,0,1,0,0,1,0,0,0,0,0
88440,0.063880084,41,346,1,11,5,89,0,1,0,0,0,0,0,1,0,0,0,1
65789,0.068264691,48,439,0,6,4,71,0,0,0,0,1,1,0,1,0,0,0,0
44361,0.09279748,50,839,0,10,0,170,0,0,0,0,1,0,1,0,0,0,0,0
65503,0.083712208,22,726,0,19,5,52,0,0,1,0,0,0,1,1,0,0,0,0
35540,0.079855034,25,609,0,23,4,131,0,0,0,0,0,1,0,1,0,0,0,0
27536,0.09318446,34,573,0,26,8,110,0,1,0,0,1,1,0,0,1,0,0,1
85700,0.087209129,27,838,0,25,13,58,0,0,0,1,0,0,0,1,0,0,1,0
64043,0.101698449,32,689,0,24,6,159,0,0,1,0,1,1,0,0,0,0,0,0
79532,0.073102111,15,758,0,11,2,131,0,0,0,0,0,1,0,0,1,0,0,0
57575,0.073555475,44,660,0,3,4,143,0,0,0,0,0,1,0,0,0,0,0,0
3871,0.060483361,58,368,1,17,5,139,0,0,1,0,0,0,1,0,1,0,0,0
47002,0.073565289,25,730,0,9,10,41,1,0,0,0,0,1,0,0,1,0,0,0
50812,0.094471548,30,331,0,19,1,178,0,0,0,1,0,0,1,1,0,1,0,0
23626,0.099499811,16,812,0,1,6,120,1,0,0,0,1,0,1,1,0,1,0,0
60979,0.094404578,47,481,1,27,8,69,0,0,1,0,0,1,0,0,0,0,0,0
77057,0.053087122,42,547,0,0,9,130,0,0,1,0,0,0,1,1,0,0,0,0
67668,0.096247178,56,596,0,13,8,81,1,0,0,0,0,0,0,0,1,0,0,0
81070,0.052422221,29,329,0,16,4,91,0,1,0,0,1,0,0,1,0,0,1,0
90390,0.09347176,55,601,0,26,7,98,0,1,0,0,0,0,1,0,0,0,0,1
43998,0.074483232,42,775,0,3,8,139,0,0,1,0,1,1,0,0,1,0,0,0
64814,0.090538,41,651,0,29,5,90,0,1,0,1,0,1,0,0,0,0,1,0
46607,0.060013275,32,781,0,24,11,113,0,1,0,0,0,0,1,1,0,0,1,0
8812,0.097567514,58,616,0,29,3,75,0,0,1,1,0,1,0,0,1,0,0,0
62844,0.058025379,41,696,0,8,3,101,0,0,0,0,1,0,1,0,0,0,0,1
71093,0.069973176,52,388,0,6,2,136,0,0,0,1,0,0,0,1,0,1,0,0
3179,0.065028581,15,533,0,20,11,79,0,0,0,0,0,0,1,1,0,0,0,0
44798,0.053685727,16,467,0,21,8,134,0,1,0,1,0,0,1,0,0,0,0,0
75601,0.081417914,52,425,0,16,9,31,1,0,0,1,0,0,0,0,1,1,0,0
9275,0.107091337,56,419,0,2,10,95,0,1,0,1,0,0,0,0,0,0,0,1
51574,0.120003578,21,727,0,0,12,131,0,0,0,1,0,0,1,1,0,1,0,0
48857,0.081457337,38,489,0,9,14,167,0,0,1,1,0,0,0,0,0,0,0,0
21700,0.096750219,27,727,0,4,10,138,0,0,1,0,1,0,0,1,0,0,0,0
40464,0.08348142,41,501,0,3,5,121,0,0,1,0,1,1,0,0,1,0,1,0
43351,0.087483248,24,358,0,18,7,57,0,1,0,0,0,0,0,0,0,1,0,0
94330,0.07486777,47,522,0,5,13,157,1,0,0,0,1,0,0,0,1,0,1,0
95319,0.082926154,32,791,0,5,1,31,0,0,0,0,1,0,1,0,0,0,1,0
83534,0.088062181,56,310,0,8,14,81,0,0,1,0,0,0,0,1,0,0,1,0
14869,0.071323104,51,811,0,19,3,171,0,0,0,0,1,0,1,0,1,0,1,0
61315,0.078837586,56,609,1,8,14,57,0,0,0,0,0,1,0,1,0,1,0,0
94688,0.079123548,26,333,0,28,1,30,0,1,0,0,0,0,1,0,0,1,0,0
21954,0.09239605,31,639,0,14,10,73,0,0,1,0,1,0,1,1,0,1,0,0
32555,0.064009517,31,780,0,19,10,109,0,1,0,1,0,1,0,0,0,0,0,0
64353,0.079226867,56,392,1,7,2,114,0,0,0,0,0,1,0,0,1,0,0,1
83190,0.108680082,16,432,0,23,1,46,0,0,0,1,0,0,0,1,0,0,1,0
46026,0.097460902,43,718,0,1,8,44,0,0,0,0,0,0,1,1,0,0,0,0
47976,0.100237686,17,767,0,29,8,77,0,0,1,0,1,0,1,0,0,1,0,0
81578,0.080366478,41,743,0,9,5,75,0,0,1,1,0,0,1,0,0,1,0,0
92502,0.084814963,37,329,0,13,11,43,0,0,1,0,0,1,0,0,0,0,0,0
46095,0.095033543,48,597,0,27,6,160,0,0,0,0,1,0,1,0,1,0,1,0
15270,0.103403833,24,360,0,23,13,129,0,0,0,1,0,0,0,1,0,1,0,0
31908,0.050725956,40,757,0,1,4,163,1,0,0,0,1,1,0,0,0,0,1,0
16523,0.06026838,16,603,0,26,9,155,0,0,1,0,1,0,1,0,0,0,1,0
63433,0.099641662,36,639,1,23,0,51,0,0,0,1,0,1,0,1,0,0,0,1
48068,0.07584666,24,747,0,21,3,51,0,0,0,0,0,1,0,0,1,1,0,0
20991,0.069924188,35,601,0,12,12,120,1,0,0,0,0,1,0,1,0,0,0,0
11775,0.061187585,42,839,0,18,3,105,1,0,0,0,1,0,1,0,0,0,0,1
78801,0.071674749,31,784,0,27,11,109,0,0,0,0,0,0,1,1,0,0,1,0
85995,0.058964461,19,376,1,26,13,142,0,0,1,1,0,0,0,0,0,0,0,0
62250,0.111366414,20,814,0,29,13,64,0,1,0,1,0,1,0,0,0,0,0,1
17673,0.079663459,32,848,0,28,7,38,0,1,0,0,1,0,1,1,0,0,0,1
28056,0.079130742,31,391,0,28,4,56,0,1,0,0,1,0,1,1,0,0,0,1
7614,0.08882115,26,765,1,29,14,118,0,0,1,1,0,0,0,0,1,0,1,0
8415,0.094435178,37,765,1,6,2,88,0,0,0,1,0,0,1,0,0,0,1,0
89691,0.094188322,53,339,0,11,0,67,0,1,0,0,1,0,1,0,0,1,0,0
44884,0.096104329,22,628,0,5,14,118,0,1,0,0,1,0,1,0,0,0,0,1
17964,0.070537317,48,584,0,2,0,161,0,0,1,1,0,1,0,0,0,0,0,0
38726,0.075531998,52,365,1,29,4,136,0,0,0,0,1,0,0,0,0,0,1,0
38044,0.091535475,22,408,0,4,7,73,0,0,0,0,0,0,0,1,0,0,0,1
58149,0.072089164,38,714,0,3,8,52,0,0,1,1,0,0,0,0,0,0,0,0
38544,0.079923401,41,391,0,13,9,99,0,1,0,1,0,0,1,1,0,0,1,0
50976,0.085981456,30,667,0,28,9,106,0,0,0,0,1,0,1,0,1,0,0,0
33252,0.091777776,45,722,0,5,1,98,0,0,0,0,1,0,1,0,0,0,0,0
4832,0.053334786,49,539,0,16,4,161,0,1,0,1,0,1,0,0,1,1,0,0
91811,0.090721185,34,734,1,16,13,160,0,0,1,0,1,1,0,1,0,0,1,0
81437,0.076494139,12,511,0,23,3,52,0,1,0,0,0,0,0,1,0,0,1,0
35148,0.090611866,14,699,1,12,11,66,1,0,0,0,1,1,0,0,1,0,1,0
62240,0.091653975,14,825,0,23,2,47,0,0,0,1,0,1,0,0,0,0,1,0
89454,0.104118726,39,767,0,11,10,128,0,0,1,0,1,0,1,1,0,1,0,0
86076,0.100301805,25,469,0,24,7,34,0,1,0,1,0,0,1,1,0,1,0,0
78116,0.100198575,41,509,1,28,1,70,0,1,0,0,0,0,0,1,0,0,0,1
54459,0.101655055,16,555,0,23,1,121,0,0,1,1,0,0,1,1,0,0,1,0
39402,0.084370685,26,372,1,29,4,152,0,0,0,0,0,0,1,1,0,0,0,0
58727,0.080482776,49,446,0,1,9,111,0,0,1,0,0,1,0,1,0,1,0,0
39578,0.093092256,25,639,1,13,9,101,1,0,0,0,0,0,0,0,1,0,0,0
91453,0.090981214,25,616,0,26,9,169,0,0,1,0,0,1,0,0,0,0,0,0
23318,0.075364006,19,453,0,4,0,35,1,0,0,0,0,0,0,0,0,0,0,0
76715,0.086072351,19,554,1,7,11,148,0,0,0,0,1,0,0,0,0,0,0,1
78787,0.079473553,30,650,0,14,6,140,0,1,0,0,0,0,1,0,0,0,0,1
86029,0.067191006,43,846,0,8,8,141,1,0,0,0,1,1,0,0,1,0,1,0
21466,0.099356911,42,611,0,15,13,98,1,0,0,0,1,1,0,0,1,1,0,0
96742,0.080827989,40,433,0,12,1,168,0,0,1,0,1,0,1,0,0,0,1,0
46475,0.110730624,52,428,0,21,14,150,0,0,1,1,0,0,0,1,0,0,0,1
61142,0.055617616,22,735,0,14,9,174,0,1,0,1,0,0,0,0,0,0,0,1
86160,0.071648318,56,579,0,3,0,106,0,0,0,0,0,0,0,1,0,0,0,0
27564,0.080489583,24,657,0,24,8,49,1,0,0,0,1,0,0,1,0,0,1,0
23412,0.097060716,38,551,0,15,12,124,0,1,0,1,0,0,1,0,1,0,0,0
94526,0.085992041,30,434,0,11,12,121,1,0,0,0,1,0,0,1,0,0,0,1
52001,0.084657091,37,822,0,19,1,141,0,1,0,1,0,1,0,0,1,0,1,0
58649,0.063091043,48,618,0,21,8,47,0,0,1,0,1,0,0,0,0,0,1,0
61957,0.062645879,59,379,0,11,13,96,0,0,1,1,0,0,0,0,1,1,0,0
36517,0.08483757,20,490,0,14,12,64,0,0,0,0,0,0,0,1,0,0,0,1
14156,0.05953841,39,752,0,4,7,131,0,0,1,0,0,0,1,1,0,0,0,1
24064,0.072021834,43,643,1,0,6,44,0,1,0,0,0,0,0,1,0,1,0,0
26711,0.08751376,14,329,0,19,10,80,1,0,0,0,1,0,1,0,0,0,0,1
31106,0.065265136,43,713,0,25,0,160,0,1,0,0,0,1,0,0,1,0,0,0
66458,0.104080339,16,667,0,2,3,50,0,0,0,0,0,0,0,0,0,0,0,0
17589,0.098359045,19,801,0,7,14,32,0,0,1,1,0,0,0,0,1,0,0,0
90272,0.0564287,25,320,0,6,10,64,0,0,1,1,0,1,0,0,0,0,1,0
87511,0.066014431,14,848,0,12,10,37,1,0,0,1,0,0,0,0,0,0,0,0
8214,0.045713341,35,545,0,9,6,32,0,0,0,0,0,0,0,1,0,0,0,1
97117,0.06826113,24,582,0,16,5,83,0,0,0,1,0,0,1,0,0,1,0,0
86731,0.091495827,54,531,1,10,0,141,0,0,1,1,0,0,1,0,0,0,0,0
28127,0.073791576,40,615,0,7,6,159,0,0,0,0,0,1,0,0,1,0,0,0
6141,0.086911959,19,635,0,22,13,169,0,1,0,1,0,0,1,0,0,0,1,0
29884,0.057164985,53,710,0,14,14,48,0,0,0,0,1,0,1,1,0,0,0,1
91421,0.091969629,42,544,0,11,1,175,0,1,0,1,0,1,0,0,0,1,0,0
3708,0.071673362,37,686,1,17,11,114,0,1,0,0,1,1,0,0,1,0,0,1
19375,0.080182545,29,657,0,9,12,51,0,1,0,1,0,0,0,0,1,0,0,0
16088,0.078606882,29,321,0,11,13,59,0,0,1,1,0,0,0,0,0,0,0,1
58615,0.060926772,18,318,0,29,12,111,0,1,0,0,1,0,0,0,0,1,0,0
46046,0.062703735,59,586,0,29,7,163,1,0,0,0,0,0,0,0,1,0,0,0
11014,0.094516917,49,575,0,3,1,158,0,0,0,0,1,0,1,1,0,0,0,1
65425,0.085984882,59,371,1,14,3,166,0,1,0,0,0,0,1,0,0,1,0,0
4273,0.095750736,27,664,0,17,5,81,1,0,0,1,0,1,0,1,0,0,0,0
48135,0.084869874,44,634,1,24,7,58,0,0,1,0,0,1,0,1,0,0,0,0
31881,0.08214486,14,498,1,12,11,91,0,0,1,0,0,0,1,0,0,0,0,1
98022,0.054109841,49,316,0,23,10,58,0,0,1,0,1,0,0,1,0,0,1,0
79077,0.0759445,15,517,0,16,2,162,0,0,1,0,0,0,0,0,1,0,1,0
9712,0.079589235,47,446,0,0,11,51,0,0,0,0,0,0,0,1,0,1,0,0
75704,0.109296608,15,509,1,23,5,148,0,0,1,0,1,0,0,0,1,0,0,1
53874,0.090304349,53,713,0,4,13,165,0,0,0,0,0,1,0,0,0,1,0,0
70087,0.103040918,20,629,1,16,5,144,1,0,0,0,0,0,1,1,0,0,0,1
13297,0.088963066,51,651,0,26,0,111,0,0,1,0,1,1,0,0,1,1,0,0
28128,0.069330452,28,462,0,19,5,137,0,0,1,0,1,0,1,0,1,1,0,0
69368,0.081756863,28,400,0,17,0,97,1,0,0,0,1,0,0,0,0,0,0,1
95019,0.083543355,44,626,0,28,8,69,1,0,0,0,0,1,0,1,0,0,1,0
88599,0.065912666,31,626,1,8,3,120,0,0,0,1,0,0,1,0,1,1,0,0
89499,0.074234189,25,454,1,9,4,105,0,1,0,0,1,0,1,0,1,0,0,1
79958,0.076913495,33,309,0,21,0,170,0,0,0,0,1,0,1,0,0,0,0,1
33920,0.104084297,38,652,0,26,12,161,0,1,0,0,0,0,1,1,0,0,0,1
12156,0.048788892,54,482,0,24,0,119,0,0,0,1,0,0,0,1,0,0,0,0
12108,0.098087276,14,754,1,16,11,94,0,1,0,1,0,0,0,0,1,0,0,1
32845,0.065948071,35,305,0,0,8,135,0,0,1,0,0,0,1,1,0,0,0,1
3800,0.059418812,41,632,0,26,5,131,0,1,0,0,1,0,1,1,0,0,0,0
43712,0.097699132,19,632,0,3,12,168,1,0,0,0,0,0,1,1,0,0,0,0
3610,0.090978471,33,557,1,17,9,71,1,0,0,1,0,0,0,1,0,0,1,0
78603,0.098817781,36,510,0,14,13,115,0,1,0,0,1,1,0,1,0,0,0,1
34872,0.092010529,21,350,0,14,12,121,0,0,1,1,0,0,1,1,0,1,0,0
11728,0.110897675,40,744,0,0,9,118,0,0,1,1,0,1,0,1,0,0,0,0
96102,0.088380858,51,676,0,21,5,91,0,1,0,1,0,0,0,0,1,0,0,0
96319,0.077652839,12,785,0,23,4,161,0,1,0,1,0,0,0,0,1,0,1,0
21583,0.085143896,32,350,0,0,5,63,1,0,0,0,1,0,0,1,0,0,1,0
86774,0.098652037,50,453,0,10,13,55,1,0,0,0,1,0,0,1,0,0,1,0
8263,0.06830937,35,609,0,10,7,146,0,0,0,0,1,0,0,0,0,0,0,1
68450,0.070221671,20,698,0,25,6,83,0,0,1,0,0,1,0,0,1,0,0,1
90285,0.0753656,55,433,1,25,6,50,0,0,1,0,1,1,0,0,0,0,0,1
20456,0.048431258,37,519,0,5,8,83,0,0,1,1,0,1,0,0,1,0,0,0
92118,0.082071176,20,462,1,0,8,127,0,0,0,1,0,1,0,0,0,0,1,0
66942,0.051708069,31,801,0,13,12,92,0,0,0,0,1,0,1,0,0,0,0,0
14689,0.08079589,46,414,0,23,8,71,1,0,0,0,1,0,0,0,0,1,0,0
33934,0.092979346,47,798,1,5,0,139,1,0,0,0,0,1,0,0,1,0,0,1
34276,0.072846853,53,771,1,29,11,177,0,1,0,0,1,1,0,0,1,0,0,0
20873,0.105156738,47,448,0,16,10,145,0,0,0,0,0,0,1,1,0,1,0,0
14050,0.058092487,20,540,0,8,10,157,0,0,0,0,1,0,1,0,1,0,0,0
67216,0.09786891,33,422,0,16,5,136,0,0,0,0,0,0,0,0,1,1,0,0
85444,0.090127056,12,368,0,24,14,34,0,0,1,0,1,0,0,0,1,0,0,0
85040,0.054259501,16,362,0,13,4,173,1,0,0,0,1,0,1,0,1,0,0,0
22644,0.120661914,20,315,0,18,7,166,0,1,0,0,1,0,1,1,0,0,0,1
63021,0.079043821,48,689,0,7,10,54,0,0,0,0,0,0,1,1,0,0,0,0
38125,0.06683774,49,557,0,23,9,165,0,0,0,1,0,0,0,0,1,0,0,0
67899,0.058893692,30,516,1,22,12,157,0,0,0,0,0,0,1,0,0,0,1,0
43291,0.07669973,19,778,1,11,7,94,0,0,1,0,1,1,0,0,0,0,0,0
36060,0.078088897,53,413,0,1,7,62,0,1,0,1,0,0,0,0,1,0,0,1
2538,0.081539683,54,679,0,2,4,153,0,1,0,0,0,0,0,1,0,0,0,0
37176,0.075533058,43,536,0,20,9,157,0,0,0,0,0,1,0,0,0,0,0,1
42520,0.08949838,24,775,1,12,10,111,0,1,0,1,0,1,0,1,0,0,1,0
26675,0.074185553,31,428,0,4,9,65,0,0,1,0,1,0,0,1,0,0,0,1
19287,0.050975538,47,809,0,17,0,113,0,0,0,1,0,0,0,0,0,0,1,0
1174,0.077759578,54,464,0,0,12,57,1,0,0,0,1,0,1,0,1,0,1,0
93268,0.044487835,55,576,0,4,3,89,1,0,0,1,0,0,1,1,0,0,1,0
35998,0.085306559,48,556,0,20,6,123,0,1,0,0,0,1,0,0,0,0,1,0
